episode_id,source_name,source_policy,tiger_opponent,move_index,total_moves,progress_ratio,action,goats_on_board,goats_placed,winner,bucket
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,1,17,0.058823529411764705,50,1,1,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,2,17,0.11764705882352941,75,2,2,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,3,17,0.17647058823529413,45,3,3,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,4,17,0.23529411764705882,30,4,4,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,5,17,0.29411764705882354,85,5,5,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,6,17,0.35294117647058826,55,6,6,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,7,17,0.4117647058823529,95,7,7,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,8,17,0.47058823529411764,40,8,8,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,9,17,0.5294117647058824,5,9,9,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,10,17,0.5882352941176471,0,9,10,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,11,17,0.6470588235294118,65,10,11,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,12,17,0.7058823529411765,10,11,12,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,13,17,0.7647058823529411,40,12,13,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,14,17,0.8235294117647058,25,13,14,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,15,17,0.8823529411764706,57,14,15,Goat,goat_win
8,mid_normal_goat_vs_normal_tiger,mid_normal_goat,normal_tiger,16,17,0.9411764705882353,51,14,15,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,0,20,0.0,10,0,0,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,1,20,0.05,10,0,1,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,2,20,0.1,80,0,2,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,3,20,0.15,50,1,3,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,4,20,0.2,105,2,4,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,5,20,0.25,30,3,5,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,6,20,0.3,0,4,6,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,7,20,0.35,75,5,7,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,8,20,0.4,45,6,8,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,9,20,0.45,25,7,9,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,10,20,0.5,10,8,10,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,11,20,0.55,100,8,11,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,12,20,0.6,10,9,12,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,13,20,0.65,5,10,13,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,14,20,0.7,65,11,14,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,15,20,0.75,104,12,15,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,16,20,0.8,67,12,15,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,17,20,0.85,71,12,15,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,18,20,0.9,96,12,15,Goat,goat_win
10,mid_smart_goat_vs_normal_tiger,mid_smart_goat,normal_tiger,19,20,0.95,74,12,15,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,0,22,0.0,10,0,0,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,1,22,0.045454545454545456,0,0,1,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,2,22,0.09090909090909091,80,1,2,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,3,22,0.13636363636363635,50,2,3,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,4,22,0.18181818181818182,45,2,4,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,5,22,0.22727272727272727,75,3,5,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,6,22,0.2727272727272727,90,4,6,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,7,22,0.3181818181818182,50,5,7,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,8,22,0.36363636363636365,60,6,8,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,9,22,0.4090909090909091,95,7,9,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,10,22,0.45454545454545453,70,8,10,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,11,22,0.5,110,9,11,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,12,22,0.5454545454545454,35,10,12,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,13,22,0.5909090909090909,30,11,13,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,14,22,0.6363636363636364,5,12,14,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,15,22,0.6818181818181818,114,13,15,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,16,22,0.7272727272727273,107,13,15,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,17,22,0.7727272727272727,37,13,15,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,18,22,0.8181818181818182,94,13,15,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,19,22,0.8636363636363636,97,13,15,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,20,22,0.9090909090909091,64,13,15,Goat,goat_win
11,mid_smart_goat_vs_smart_tiger,mid_smart_goat,smart_tiger,21,22,0.9545454545454546,56,13,15,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,0,22,0.0,80,0,0,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,1,22,0.045454545454545456,50,1,1,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,2,22,0.09090909090909091,75,2,2,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,3,22,0.13636363636363635,5,3,3,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,4,22,0.18181818181818182,45,3,4,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,5,22,0.22727272727272727,50,4,5,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,6,22,0.2727272727272727,110,5,6,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,7,22,0.3181818181818182,30,6,7,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,8,22,0.36363636363636365,0,7,8,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,9,22,0.4090909090909091,25,8,9,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,10,22,0.45454545454545453,35,9,10,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,11,22,0.5,95,10,11,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,12,22,0.5454545454545454,55,11,12,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,13,22,0.5909090909090909,85,12,13,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,14,22,0.6363636363636364,70,13,14,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,15,22,0.6818181818181818,37,14,15,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,16,22,0.7272727272727273,57,14,15,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,17,22,0.7727272727272727,51,14,15,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,18,22,0.8181818181818182,41,14,15,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,19,22,0.8636363636363636,71,14,15,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,20,22,0.9090909090909091,96,14,15,Goat,goat_win
12,mid_robust_goat_vs_normal_tiger,mid_robust_goat,normal_tiger,21,22,0.9545454545454546,74,14,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,0,85,0.0,80,0,0,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,1,85,0.011764705882352941,75,1,1,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,2,85,0.023529411764705882,50,2,2,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,3,85,0.03529411764705882,45,3,3,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,4,85,0.047058823529411764,5,4,4,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,5,85,0.058823529411764705,90,5,5,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,6,85,0.07058823529411765,70,6,6,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,7,85,0.08235294117647059,40,7,7,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,8,85,0.09411764705882353,30,8,8,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,9,85,0.10588235294117647,105,9,9,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,10,85,0.11764705882352941,60,10,10,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,11,85,0.12941176470588237,110,11,11,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,12,85,0.1411764705882353,95,12,12,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,13,85,0.15294117647058825,85,13,13,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,14,85,0.16470588235294117,0,14,14,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,15,85,0.17647058823529413,78,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,16,85,0.18823529411764706,101,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,17,85,0.2,97,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,18,85,0.21176470588235294,41,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,19,85,0.2235294117647059,74,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,20,85,0.23529411764705882,104,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,21,85,0.24705882352941178,96,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,22,85,0.25882352941176473,78,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,23,85,0.27058823529411763,84,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,24,85,0.2823529411764706,106,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,25,85,0.29411764705882354,104,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,26,85,0.3058823529411765,78,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,27,85,0.3176470588235294,101,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,28,85,0.32941176470588235,66,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,29,85,0.3411764705882353,71,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,30,85,0.35294117647058826,97,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,31,85,0.36470588235294116,83,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,32,85,0.3764705882352941,89,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,33,85,0.38823529411764707,94,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,34,85,0.4,79,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,35,85,0.4117647058823529,72,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,36,85,0.4235294117647059,38,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,37,85,0.43529411764705883,67,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,38,85,0.4470588235294118,44,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,39,85,0.4588235294117647,38,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,40,85,0.47058823529411764,104,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,41,85,0.4823529411764706,71,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,42,85,0.49411764705882355,67,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,43,85,0.5058823529411764,63,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,44,85,0.5176470588235295,97,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,45,85,0.5294117647058824,86,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,46,85,0.5411764705882353,111,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,47,85,0.5529411764705883,73,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,48,85,0.5647058823529412,43,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,49,85,0.5764705882352941,74,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,50,85,0.5882352941176471,107,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,51,85,0.6,56,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,52,85,0.611764705882353,96,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,53,85,0.6235294117647059,73,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,54,85,0.6352941176470588,66,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,55,85,0.6470588235294118,96,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,56,85,0.6588235294117647,104,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,57,85,0.6705882352941176,114,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,58,85,0.6823529411764706,88,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,59,85,0.6941176470588235,109,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,60,85,0.7058823529411765,37,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,61,85,0.7176470588235294,102,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,62,85,0.7294117647058823,97,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,63,85,0.7411764705882353,73,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,64,85,0.7529411764705882,43,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,65,85,0.7647058823529411,28,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,66,85,0.7764705882352941,82,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,67,85,0.788235294117647,106,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,68,85,0.8,102,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,69,85,0.8117647058823529,97,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,70,85,0.8235294117647058,71,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,71,85,0.8352941176470589,44,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,72,85,0.8470588235294118,104,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,73,85,0.8588235294117647,56,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,74,85,0.8705882352941177,96,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,75,85,0.8823529411764706,109,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,76,85,0.8941176470588236,104,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,77,85,0.9058823529411765,114,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,78,85,0.9176470588235294,88,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,79,85,0.9294117647058824,38,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,80,85,0.9411764705882353,66,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,81,85,0.9529411764705882,109,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,82,85,0.9647058823529412,37,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,83,85,0.9764705882352941,91,15,15,Goat,goat_win
14,stable_normal_goat_vs_normal_tiger,stable_normal_goat,normal_tiger,84,85,0.9882352941176471,111,15,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,0,60,0.0,80,0,0,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,1,60,0.016666666666666666,100,1,1,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,2,60,0.03333333333333333,105,2,2,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,3,60,0.05,85,3,3,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,4,60,0.06666666666666667,45,4,4,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,5,60,0.08333333333333333,75,4,5,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,6,60,0.1,55,5,6,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,7,60,0.11666666666666667,10,6,7,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,8,60,0.13333333333333333,95,7,8,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,9,60,0.15,50,7,9,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,10,60,0.16666666666666666,0,8,10,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,11,60,0.18333333333333332,35,9,11,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,12,60,0.2,5,10,12,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,13,60,0.21666666666666667,10,11,13,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,14,60,0.23333333333333334,65,12,14,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,15,60,0.25,87,13,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,16,60,0.26666666666666666,94,13,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,17,60,0.2833333333333333,37,13,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,18,60,0.3,54,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,19,60,0.31666666666666665,59,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,20,60,0.3333333333333333,86,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,21,60,0.35,57,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,22,60,0.36666666666666664,8,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,23,60,0.38333333333333336,61,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,24,60,0.4,107,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,25,60,0.4166666666666667,114,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,26,60,0.43333333333333335,34,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,27,60,0.45,107,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,28,60,0.4666666666666667,102,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,29,60,0.48333333333333334,27,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,30,60,0.5,33,12,15,Goat,goat_win
17,stable_smart_goat_vs_smart_tiger,stable_smart_goat,smart_tiger,31,60,0.5166666666666667,97,12,15,Goat,goat_win
